 Tz( 50, "/ ", CBignum(Y2) /  CBignum(X2), "26"                     );
 Tz( 51, "% ", CBignum(X1) %  CBignum(X1), "0"                      );
 Tz( 52, "% ", CBignum(X2) %  CBignum(X2), "0"                      );
 Tz( 53, "% ", CBignum(X1) %  CBignum(Y1), "459"                    );
 Tz( 54, "% ", CBignum(X1) %  CBignum(Y2), "-11909"                 );
 Tz( 55, "% ", CBignum(X2) %  CBignum(Y1), "11909"                  );
 Tz( 56, "% ", CBignum(X2) %  CBignum(Y2), "-459"                   );
 Tz( 57, "% ", CBignum(Y1) %  CBignum(X1), "434"                    );
 Tz( 58, "% ", CBignum(Y1) %  CBignum(X2), "-25"                    );
 Tz( 59, "% ", CBignum(Y2) %  CBignum(X1), "25"                     );
 Tz( 60, "% ", CBignum(Y2) %  CBignum(X2), "-434"                   );
 Tz( 61, "* ", CBignum(X1) *  CBignum(X1), "210681"                 );
 Tz( 62, "* ", CBignum(X2) *  CBignum(X2), "210681"                 );
 Tz( 63, "* ", CBignum(X1) *  CBignum(Y1), "5676912"                );
 Tz( 64, "* ", CBignum(X1) *  CBignum(Y2), "-5676912"               );
 Tz( 65, "* ", CBignum(X2) *  CBignum(Y1), "-5676912"               );
 Tz( 66, "* ", CBignum(X2) *  CBignum(Y2), "5676912"                );
 Tz( 67, "* ", CBignum(Y1) *  CBignum(X1), "5676912"                );
 Tz( 68, "* ", CBignum(Y1) *  CBignum(X2), "-5676912"               );
 Tz( 69, "* ", CBignum(Y2) *  CBignum(X1), "-5676912"               );
 Tz( 70, "* ", CBignum(Y2) *  CBignum(X2), "5676912"                );
 Tz( 71, "< ", CBignum(X1) <  CBignum(X1), "0"                      );
 Tz( 72, "< ", CBignum(X2) <  CBignum(X2), "0"                      );
 Tz( 73, "< ", CBignum(X1) <  CBignum(Y1), "1"                      );
 Tz( 74, "< ", CBignum(X1) <  CBignum(Y2), "0"                      );
 Tz( 75, "< ", CBignum(X2) <  CBignum(Y1), "1"                      );
 Tz( 76, "< ", CBignum(X2) <  CBignum(Y2), "0"                      );
 Tz( 77, "< ", CBignum(Y1) <  CBignum(X1), "0"                      );
 Tz( 78, "< ", CBignum(Y1) <  CBignum(X2), "0"                      );
 Tz( 79, "< ", CBignum(Y2) <  CBignum(X1), "1"                      );
 Tz( 80, "< ", CBignum(Y2) <  CBignum(X2), "1"                      );
 Tz( 81, "<=", CBignum(X1) <= CBignum(X1), "1"                      );
 Tz( 82, "<=", CBignum(X2) <= CBignum(X2), "1"                      );
 Tz( 83, "<=", CBignum(X1) <= CBignum(Y1), "1"                      );
 Tz( 84, "<=", CBignum(X1) <= CBignum(Y2), "0"                      );
 Tz( 85, "<=", CBignum(X2) <= CBignum(Y1), "1"                      );
 Tz( 86, "<=", CBignum(X2) <= CBignum(Y2), "0"                      );
 Tz( 87, "<=", CBignum(Y1) <= CBignum(X1), "0"                      );
 Tz( 88, "<=", CBignum(Y1) <= CBignum(X2), "0"                      );
 Tz( 89, "<=", CBignum(Y2) <= CBignum(X1), "1"                      );
 Tz( 90, "<=", CBignum(Y2) <= CBignum(X2), "1"                      );
 Tz( 91, "==", CBignum(X1) == CBignum(X1), "1"                      );
 Tz( 92, "==", CBignum(X2) == CBignum(X2), "1"                      );
 Tz( 93, "==", CBignum(X1) == CBignum(Y1), "0"                      );
 Tz( 94, "==", CBignum(X1) == CBignum(Y2), "0"                      );
 Tz( 95, "==", CBignum(X2) == CBignum(Y1), "0"                      );
 Tz( 96, "==", CBignum(X2) == CBignum(Y2), "0"                      );
 Tz( 97, "==", CBignum(Y1) == CBignum(X1), "0"                      );
 Tz( 98, "==", CBignum(Y1) == CBignum(X2), "0"                      );
 Tz( 99, "==", CBignum(Y2) == CBignum(X1), "0"                      );
 Tz(100, "==", CBignum(Y2) == CBignum(X2), "0"                      );
 Tz(101, "> ", CBignum(X1) >  CBignum(X1), "0"                      );
 Tz(102, "> ", CBignum(X2) >  CBignum(X2), "0"                      );
 Tz(103, "> ", CBignum(X1) >  CBignum(Y1), "0"                      );
 Tz(104, "> ", CBignum(X1) >  CBignum(Y2), "1"                      );
 Tz(105, "> ", CBignum(X2) >  CBignum(Y1), "0"                      );
 Tz(106, "> ", CBignum(X2) >  CBignum(Y2), "1"                      );
 Tz(107, "> ", CBignum(Y1) >  CBignum(X1), "1"                      );
 Tz(108, "> ", CBignum(Y1) >  CBignum(X2), "1"                      );
 Tz(109, "> ", CBignum(Y2) >  CBignum(X1), "0"                      );
 Tz(110, "> ", CBignum(Y2) >  CBignum(X2), "0"                      );
 Tz(111, ">=", CBignum(X1) >= CBignum(X1), "1"                      );
 Tz(112, ">=", CBignum(X2) >= CBignum(X2), "1"                      );
 Tz(113, ">=", CBignum(X1) >= CBignum(Y1), "0"                      );
 Tz(114, ">=", CBignum(X1) >= CBignum(Y2), "1"                      );
 Tz(115, ">=", CBignum(X2) >= CBignum(Y1), "0"                      );
 Tz(116, ">=", CBignum(X2) >= CBignum(Y2), "1"                      );
 Tz(117, ">=", CBignum(Y1) >= CBignum(X1), "1"                      );
 Tz(118, ">=", CBignum(Y1) >= CBignum(X2), "1"                      );
 Tz(119, ">=", CBignum(Y2) >= CBignum(X1), "0"                      );
 Tz(120, ">=", CBignum(Y2) >= CBignum(X2), "0"                      );
 Tz(121, "& ", CBignum(X1) &  CBignum(X1), "459"                    );
 Tz(122, "& ", CBignum(X2) &  CBignum(X2), "-459"                   );
 Tz(123, "& ", CBignum(X1) &  CBignum(Y1), "64"                     );
 Tz(124, "& ", CBignum(X1) &  CBignum(Y2), "384"                    );
 Tz(125, "& ", CBignum(X2) &  CBignum(Y1), "12304"                  );
 Tz(126, "& ", CBignum(X2) &  CBignum(Y2), "-12752"                 );
 Tz(127, "& ", CBignum(Y1) &  CBignum(X1), "64"                     );
 Tz(128, "& ", CBignum(Y1) &  CBignum(X2), "12304"                  );
 Tz(129, "& ", CBignum(Y2) &  CBignum(X1), "384"                    );
 Tz(130, "& ", CBignum(Y2) &  CBignum(X2), "-12752"                 );
 Tz(131, "| ", CBignum(X1) |  CBignum(X1), "459"                    );
 Tz(132, "| ", CBignum(X2) |  CBignum(X2), "-459"                   );
 Tz(133, "| ", CBignum(X1) |  CBignum(Y1), "12763"                  );
 Tz(134, "| ", CBignum(X1) |  CBignum(Y2), "-12293"                 );
 Tz(135, "| ", CBignum(X2) |  CBignum(Y1), "-395"                   );
 Tz(136, "| ", CBignum(X2) |  CBignum(Y2), "-75"                    );
 Tz(137, "| ", CBignum(Y1) |  CBignum(X1), "12763"                  );
 Tz(138, "| ", CBignum(Y1) |  CBignum(X2), "-395"                   );
 Tz(139, "| ", CBignum(Y2) |  CBignum(X1), "-12293"                 );
 Tz(140, "| ", CBignum(Y2) |  CBignum(X2), "-75"                    );
 Tz(141, "^ ", CBignum(X1) ^  CBignum(X1), "0"                      );
 Tz(142, "^ ", CBignum(X2) ^  CBignum(X2), "0"                      );
 Tz(143, "^ ", CBignum(X1) ^  CBignum(Y1), "12699"                  );
 Tz(144, "^ ", CBignum(X1) ^  CBignum(Y2), "-12677"                 );
 Tz(145, "^ ", CBignum(X2) ^  CBignum(Y1), "-12699"                 );
 Tz(146, "^ ", CBignum(X2) ^  CBignum(Y2), "12677"                  );
 Tz(147, "^ ", CBignum(Y1) ^  CBignum(X1), "12699"                  );
 Tz(148, "^ ", CBignum(Y1) ^  CBignum(X2), "-12699"                 );
 Tz(149, "^ ", CBignum(Y2) ^  CBignum(X1), "-12677"                 );
 Tz(150, "^ ", CBignum(Y2) ^  CBignum(X2), "12677"                  );
}

void test6(void);

void
test6(void)
{

 X1 = "26887";
 X2 = "-26887";
 Y1 = "3";
 Y2 = "-3";

 Tz(151, "+ ", CBignum(X1) +  CBignum(X1), "53774"                  );
 Tz(152, "+ ", CBignum(X2) +  CBignum(X2), "-53774"                 );
 Tz(153, "+ ", CBignum(X1) +  CBignum(Y1), "26890"                  );
 Tz(154, "+ ", CBignum(X1) +  CBignum(Y2), "26884"                  );
 Tz(155, "+ ", CBignum(X2) +  CBignum(Y1), "-26884"                 );
 Tz(156, "+ ", CBignum(X2) +  CBignum(Y2), "-26890"                 );
 Tz(157, "+ ", CBignum(Y1) +  CBignum(X1), "26890"                  );
 Tz(158, "+ ", CBignum(Y1) +  CBignum(X2), "-26884"                 );
 Tz(159, "+ ", CBignum(Y2) +  CBignum(X1), "26884"                  );
 Tz(160, "+ ", CBignum(Y2) +  CBignum(X2), "-26890"                 );
 Tz(161, "- ", CBignum(X1) -  CBignum(X1), "0"                      );
 Tz(162, "- ", CBignum(X2) -  CBignum(X2), "0"                      );
 Tz(163, "- ", CBignum(X1) -  CBignum(Y1), "26884"                  );
 Tz(164, "- ", CBignum(X1) -  CBignum(Y2), "26890"                  );
 Tz(165, "- ", CBignum(X2) -  CBignum(Y1), "-26890"                 );
 Tz(166, "- ", CBignum(X2) -  CBignum(Y2), "-26884"                 );
 Tz(167, "- ", CBignum(Y1) -  CBignum(X1), "-26884"                 );
 Tz(168, "- ", CBignum(Y1) -  CBignum(X2), "26890"                  );
 Tz(169, "- ", CBignum(Y2) -  CBignum(X1), "-26890"                 );
 Tz(170, "- ", CBignum(Y2) -  CBignum(X2), "26884"                  );
 Tz(171, "/ ", CBignum(X1) /  CBignum(X1), "1"                      );
 Tz(172, "/ ", CBignum(X2) /  CBignum(X2), "1"                      );
 Tz(173, "/ ", CBignum(X1) /  CBignum(Y1), "8962"                   );
 Tz(174, "/ ", CBignum(X1) /  CBignum(Y2), "-8963"                  );
 Tz(175, "/ ", CBignum(X2) /  CBignum(Y1), "-8963"                  );
 Tz(176, "/ ", CBignum(X2) /  CBignum(Y2), "8962"                   );
 Tz(177, "/ ", CBignum(Y1) /  CBignum(X1), "0"                      );
 Tz(178, "/ ", CBignum(Y1) /  CBignum(X2), "-1"                     );
 Tz(179, "/ ", CBignum(Y2) /  CBignum(X1), "-1"                     );
 Tz(180, "/ ", CBignum(Y2) /  CBignum(X2), "0"                      );
 Tz(181, "% ", CBignum(X1) %  CBignum(X1), "0"                      );
 Tz(182, "% ", CBignum(X2) %  CBignum(X2), "0"                      );
 Tz(183, "% ", CBignum(X1) %  CBignum(Y1), "1"                      );
 Tz(184, "% ", CBignum(X1) %  CBignum(Y2), "-2"                     );
 Tz(185, "% ", CBignum(X2) %  CBignum(Y1), "2"                      );
 Tz(186, "% ", CBignum(X2) %  CBignum(Y2), "-1"                     );
 Tz(187, "% ", CBignum(Y1) %  CBignum(X1), "3"                      );
 Tz(188, "% ", CBignum(Y1) %  CBignum(X2), "-26884"                 );
 Tz(189, "% ", CBignum(Y2) %  CBignum(X1), "26884"                  );
 Tz(190, "% ", CBignum(Y2) %  CBignum(X2), "-3"                     );
 Tz(191, "* ", CBignum(X1) *  CBignum(X1), "722910769"              );
 Tz(192, "* ", CBignum(X2) *  CBignum(X2), "722910769"              );
 Tz(193, "* ", CBignum(X1) *  CBignum(Y1), "80661"                  );
 Tz(194, "* ", CBignum(X1) *  CBignum(Y2), "-80661"                 );
 Tz(195, "* ", CBignum(X2) *  CBignum(Y1), "-80661"                 );
 Tz(196, "* ", CBignum(X2) *  CBignum(Y2), "80661"                  );
 Tz(197, "* ", CBignum(Y1) *  CBignum(X1), "80661"                  );
 Tz(198, "* ", CBignum(Y1) *  CBignum(X2), "-80661"                 );
 Tz(199, "* ", CBignum(Y2) *  CBignum(X1), "-80661"                 );
 Tz(200, "* ", CBignum(Y2) *  CBignum(X2), "80661"                  );
 Tz(201, "< ", CBignum(X1) <  CBignum(X1), "0"                      );
 Tz(202, "< ", CBignum(X2) <  CBignum(X2), "0"                      );
 Tz(203, "< ", CBignum(X1) <  CBignum(Y1), "0"                      );
 Tz(204, "< ", CBignum(X1) <  CBignum(Y2), "0"                      );
 Tz(205, "< ", CBignum(X2) <  CBignum(Y1), "1"                      );
 Tz(206, "< ", CBignum(X2) <  CBignum(Y2), "1"                      );
 Tz(207, "< ", CBignum(Y1) <  CBignum(X1), "1"                      );
 Tz(208, "< ", CBignum(Y1) <  CBignum(X2), "0"                      );
 Tz(209, "< ", CBignum(Y2) <  CBignum(X1), "1"                      );
 Tz(210, "< ", CBignum(Y2) <  CBignum(X2), "0"                      );
 Tz(211, "<=", CBignum(X1) <= CBignum(X1), "1"                      );
 Tz(212, "<=", CBignum(X2) <= CBignum(X2), "1"                      );
 Tz(213, "<=", CBignum(X1) <= CBignum(Y1), "0"                      );
 Tz(214, "<=", CBignum(X1) <= CBignum(Y2), "0"                      );
 Tz(215, "<=", CBignum(X2) <= CBignum(Y1), "1"                      );
 Tz(216, "<=", CBignum(X2) <= CBignum(Y2), "1"                      );
 Tz(217, "<=", CBignum(Y1) <= CBignum(X1), "1"                      );
 Tz(218, "<=", CBignum(Y1) <= CBignum(X2), "0"                      );
 Tz(219, "<=", CBignum(Y2) <= CBignum(X1), "1"                      );
 Tz(220, "<=", CBignum(Y2) <= CBignum(X2), "0"                      );
 Tz(221, "==", CBignum(X1) == CBignum(X1), "1"                      );
 Tz(222, "==", CBignum(X2) == CBignum(X2), "1"                      );
 Tz(223, "==", CBignum(X1) == CBignum(Y1), "0"                      );
 Tz(224, "==", CBignum(X1) == CBignum(Y2), "0"                      );
 Tz(225, "==", CBignum(X2) == CBignum(Y1), "0"                      );
 Tz(226, "==", CBignum(X2) == CBignum(Y2), "0"                      );
 Tz(227, "==", CBignum(Y1) == CBignum(X1), "0"                      );
 Tz(228, "==", CBignum(Y1) == CBignum(X2), "0"                      );
 Tz(229, "==", CBignum(Y2) == CBignum(X1), "0"                      );
 Tz(230, "==", CBignum(Y2) == CBignum(X2), "0"                      );
 Tz(231, "> ", CBignum(X1) >  CBignum(X1), "0"                      );
 Tz(232, "> ", CBignum(X2) >  CBignum(X2), "0"                      );
 Tz(233, "> ", CBignum(X1) >  CBignum(Y1), "1"                      );
 Tz(234, "> ", CBignum(X1) >  CBignum(Y2), "1"                      );
 Tz(235, "> ", CBignum(X2) >  CBignum(Y1), "0"                      );
 Tz(236, "> ", CBignum(X2) >  CBignum(Y2), "0"                      );
 Tz(237, "> ", CBignum(Y1) >  CBignum(X1), "0"                      );
 Tz(238, "> ", CBignum(Y1) >  CBignum(X2), "1"                      );
 Tz(239, "> ", CBignum(Y2) >  CBignum(X1), "0"                      );
 Tz(240, "> ", CBignum(Y2) >  CBignum(X2), "1"                      );
 Tz(241, ">=", CBignum(X1) >= CBignum(X1), "1"                      );
 Tz(242, ">=", CBignum(X2) >= CBignum(X2), "1"                      );
 Tz(243, ">=", CBignum(X1) >= CBignum(Y1), "1"                      );
 Tz(244, ">=", CBignum(X1) >= CBignum(Y2), "1"                      );
 Tz(245, ">=", CBignum(X2) >= CBignum(Y1), "0"                      );
 Tz(246, ">=", CBignum(X2) >= CBignum(Y2), "0"                      );
 Tz(247, ">=", CBignum(Y1) >= CBignum(X1), "0"                      );
 Tz(248, ">=", CBignum(Y1) >= CBignum(X2), "1"                      );
 Tz(249, ">=", CBignum(Y2) >= CBignum(X1), "0"                      );
 Tz(250, ">=", CBignum(Y2) >= CBignum(X2), "1"                      );
 Tz(251, "& ", CBignum(X1) &  CBignum(X1), "26887"                  );
 Tz(252, "& ", CBignum(X2) &  CBignum(X2), "-26887"                 );
 Tz(253, "& ", CBignum(X1) &  CBignum(Y1), "3"                      );
 Tz(254, "& ", CBignum(X1) &  CBignum(Y2), "26885"                  );
 Tz(255, "& ", CBignum(X2) &  CBignum(Y1), "1"                      );
 Tz(256, "& ", CBignum(X2) &  CBignum(Y2), "-26887"                 );
 Tz(257, "& ", CBignum(Y1) &  CBignum(X1), "3"                      );
 Tz(258, "& ", CBignum(Y1) &  CBignum(X2), "1"                      );
 Tz(259, "& ", CBignum(Y2) &  CBignum(X1), "26885"                  );
 Tz(260, "& ", CBignum(Y2) &  CBignum(X2), "-26887"                 );
 Tz(261, "| ", CBignum(X1) |  CBignum(X1), "26887"                  );
 Tz(262, "| ", CBignum(X2) |  CBignum(X2), "-26887"                 );
 Tz(263, "| ", CBignum(X1) |  CBignum(Y1), "26887"                  );
 Tz(264, "| ", CBignum(X1) |  CBignum(Y2), "-1"                     );
 Tz(265, "| ", CBignum(X2) |  CBignum(Y1), "-26885"                 );
 Tz(266, "| ", CBignum(X2) |  CBignum(Y2), "-3"                     );
 Tz(267, "| ", CBignum(Y1) |  CBignum(X1), "26887"                  );
 Tz(268, "| ", CBignum(Y1) |  CBignum(X2), "-26885"                 );
 Tz(269, "| ", CBignum(Y2) |  CBignum(X1), "-1"                     );
 Tz(270, "| ", CBignum(Y2) |  CBignum(X2), "-3"                     );
 Tz(271, "^ ", CBignum(X1) ^  CBignum(X1), "0"                      );
 Tz(272, "^ ", CBignum(X2) ^  CBignum(X2), "0"                      );
 Tz(273, "^ ", CBignum(X1) ^  CBignum(Y1), "26884"                  );
 Tz(274, "^ ", CBignum(X1) ^  CBignum(Y2), "-26886"                 );
 Tz(275, "^ ", CBignum(X2) ^  CBignum(Y1), "-26886"                 );
 Tz(276, "^ ", CBignum(X2) ^  CBignum(Y2), "26884"                  );
 Tz(277, "^ ", CBignum(Y1) ^  CBignum(X1), "26884"                  );
 Tz(278, "^ ", CBignum(Y1) ^  CBignum(X2), "-26886"                 );
 Tz(279, "^ ", CBignum(Y2) ^  CBignum(X1), "-26886"                 );
 Tz(280, "^ ", CBignum(Y2) ^  CBignum(X2), "26884"                  );
}

void test7(void);

void
test7(void)
{

 X1 = "45967";
 X2 = "-45967";
 Y1 = "12345895678124";
 Y2 = "-12345895678124";

 Tz(281, "+ ", CBignum(X1) +  CBignum(X1), "91934"                  );
 Tz(282, "+ ", CBignum(X2) +  CBignum(X2), "-91934"                 );
 Tz(283, "+ ", CBignum(X1) +  CBignum(Y1), "12345895724091"         );
 Tz(284, "+ ", CBignum(X1) +  CBignum(Y2), "-12345895632157"        );
 Tz(285, "+ ", CBignum(X2) +  CBignum(Y1), "12345895632157"         );
 Tz(286, "+ ", CBignum(X2) +  CBignum(Y2), "-12345895724091"        );
 Tz(287, "+ ", CBignum(Y1) +  CBignum(X1), "12345895724091"         );
 Tz(288, "+ ", CBignum(Y1) +  CBignum(X2), "12345895632157"         );
 Tz(289, "+ ", CBignum(Y2) +  CBignum(X1), "-12345895632157"        );
 Tz(290, "+ ", CBignum(Y2) +  CBignum(X2), "-12345895724091"        );
 Tz(291, "- ", CBignum(X1) -  CBignum(X1), "0"                      );
 Tz(292, "- ", CBignum(X2) -  CBignum(X2), "0"                      );
 Tz(293, "- ", CBignum(X1) -  CBignum(Y1), "-12345895632157"        );
 Tz(294, "- ", CBignum(X1) -  CBignum(Y2), "12345895724091"         );
 Tz(295, "- ", CBignum(X2) -  CBignum(Y1), "-12345895724091"        );
 Tz(296, "- ", CBignum(X2) -  CBignum(Y2), "12345895632157"         );
 Tz(297, "- ", CBignum(Y1) -  CBignum(X1), "12345895632157"         );
 Tz(298, "- ", CBignum(Y1) -  CBignum(X2), "12345895724091"         );
 Tz(299, "- ", CBignum(Y2) -  CBignum(X1), "-12345895724091"        );
 Tz(300, "- ", CBignum(Y2) -  CBignum(X2), "-12345895632157"        );
 Tz(301, "/ ", CBignum(X1) /  CBignum(X1), "1"                      );
 Tz(302, "/ ", CBignum(X2) /  CBignum(X2), "1"                      );
 Tz(303, "/ ", CBignum(X1) /  CBignum(Y1), "0"                      );
 Tz(304, "/ ", CBignum(X1) /  CBignum(Y2), "-1"                     );
 Tz(305, "/ ", CBignum(X2) /  CBignum(Y1), "-1"                     );
 Tz(306, "/ ", CBignum(X2) /  CBignum(Y2), "0"                      );
 Tz(307, "/ ", CBignum(Y1) /  CBignum(X1), "268581714"              );
 Tz(308, "/ ", CBignum(Y1) /  CBignum(X2), "-268581715"             );
 Tz(309, "/ ", CBignum(Y2) /  CBignum(X1), "-268581715"             );
 Tz(310, "/ ", CBignum(Y2) /  CBignum(X2), "268581714"              );
 Tz(311, "% ", CBignum(X1) %  CBignum(X1), "0"                      );
 Tz(312, "% ", CBignum(X2) %  CBignum(X2), "0"                      );
 Tz(313, "% ", CBignum(X1) %  CBignum(Y1), "45967"                  );
 Tz(314, "% ", CBignum(X1) %  CBignum(Y2), "-12345895632157"        );
 Tz(315, "% ", CBignum(X2) %  CBignum(Y1), "12345895632157"         );
 Tz(316, "% ", CBignum(X2) %  CBignum(Y2), "-45967"                 );
 Tz(317, "% ", CBignum(Y1) %  CBignum(X1), "30686"                  );
 Tz(318, "% ", CBignum(Y1) %  CBignum(X2), "-15281"                 );
 Tz(319, "% ", CBignum(Y2) %  CBignum(X1), "15281"                  );
 Tz(320, "% ", CBignum(Y2) %  CBignum(X2), "-30686"                 );
 Tz(321, "* ", CBignum(X1) *  CBignum(X1), "2112965089"             );
 Tz(322, "* ", CBignum(X2) *  CBignum(X2), "2112965089"             );
 Tz(323, "* ", CBignum(X1) *  CBignum(Y1), "567503786636325908"     );
 Tz(324, "* ", CBignum(X1) *  CBignum(Y2), "-567503786636325908"    );
 Tz(325, "* ", CBignum(X2) *  CBignum(Y1), "-567503786636325908"    );
 Tz(326, "* ", CBignum(X2) *  CBignum(Y2), "567503786636325908"     );
 Tz(327, "* ", CBignum(Y1) *  CBignum(X1), "567503786636325908"     );
 Tz(328, "* ", CBignum(Y1) *  CBignum(X2), "-567503786636325908"    );
 Tz(329, "* ", CBignum(Y2) *  CBignum(X1), "-567503786636325908"    );
 Tz(330, "* ", CBignum(Y2) *  CBignum(X2), "567503786636325908"     );
 Tz(331, "< ", CBignum(X1) <  CBignum(X1), "0"                      );
 Tz(332, "< ", CBignum(X2) <  CBignum(X2), "0"                      );
 Tz(333, "< ", CBignum(X1) <  CBignum(Y1), "1"                      );
 Tz(334, "< ", CBignum(X1) <  CBignum(Y2), "0"                      );
 Tz(335, "< ", CBignum(X2) <  CBignum(Y1), "1"                      );
 Tz(336, "< ", CBignum(X2) <  CBignum(Y2), "0"                      );
 Tz(337, "< ", CBignum(Y1) <  CBignum(X1), "0"                      );
 Tz(338, "< ", CBignum(Y1) <  CBignum(X2), "0"                      );
 Tz(339, "< ", CBignum(Y2) <  CBignum(X1), "1"                      );
 Tz(340, "< ", CBignum(Y2) <  CBignum(X2), "1"                      );
 Tz(341, "<=", CBignum(X1) <= CBignum(X1), "1"                      );
 Tz(342, "<=", CBignum(X2) <= CBignum(X2), "1"                      );
 Tz(343, "<=", CBignum(X1) <= CBignum(Y1), "1"                      );
 Tz(344, "<=", CBignum(X1) <= CBignum(Y2), "0"                      );
 Tz(345, "<=", CBignum(X2) <= CBignum(Y1), "1"                      );
 Tz(346, "<=", CBignum(X2) <= CBignum(Y2), "0"                      );
 Tz(347, "<=", CBignum(Y1) <= CBignum(X1), "0"                      );
 Tz(348, "<=", CBignum(Y1) <= CBignum(X2), "0"                      );
 Tz(349, "<=", CBignum(Y2) <= CBignum(X1), "1"                      );
 Tz(350, "<=", CBignum(Y2) <= CBignum(X2), "1"                      );
 Tz(351, "==", CBignum(X1) == CBignum(X1), "1"                      );
 Tz(352, "==", CBignum(X2) == CBignum(X2), "1"                      );
 Tz(353, "==", CBignum(X1) == CBignum(Y1), "0"                      );
